Timestamp,Email or phone number (for the $50 Amazon gift card giveaway),What year are you?,What's your major, How do you usually study for exams? (Select all that apply),What tools do you currently use for studying? (Select all that apply),"If you use AI for studying, what do you use it for? (Select all that apply)", What's your biggest frustration when studying? (optional)," If an AI tutor could do ONE thing perfectly for you, what would it be? (optional)",Would you use an AI tutor connected to your actual course materials and grades?
2/27/2026 22:02:07,3nkgut2gu@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:02:07,q8pjxl3fq@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:02:08,htvzb5sq9@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:02:07,mpmn67tb5@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:02:07,ml9cmdhfx@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:02:08,lhk8nt3dx@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:02:08,xuakcqso9@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:02:07,wung33dvy@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:23:08,lai6pgfj6@xxe.youngestsd.com,Sophomore,Business & Econ,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:23:08,mgkc9ha2u@xxe.youngestsd.com,Sophomore,Business & Econ,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:23:08,orbfudyf4@ccv.lingeringp.com,Sophomore,Business & Econ,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:23:08,6pxojx9tn@xxe.youngestsd.com,Sophomore,Business & Econ,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:23:08,29n1vqsgk@ccv.lingeringp.com,Sophomore,Business & Econ,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:23:08,cf2upao6c@ccv.lingeringp.com,Sophomore,Business & Econ,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:23:08,iwcjpca3h@xxe.youngestsd.com,Sophomore,Business & Econ,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:23:13,xxyefmcb1@ccv.lingeringp.com,Sophomore,Business & Econ,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:32:57,5e0wlpu0u@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:32:57,fbabichex@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:32:57,ve4fsqq0o@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:32:57,p1vbtkfbc@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:32:57,slt3fco5a@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:32:58,xcr6m6kle@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:33:01,z305gzeiw@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:33:02,v7l0a2uxw@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:33:05,ahbnit6cv@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:46:08,xgv6zci4xb@vvt.xintaitong.com,Sophomore,Arts & Design,"Re-read notes & textbook, Flashcards (physical or digital), AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides, Chegg & Course Hero","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help, Writing assistance","Financial strain due to high tuition and living costs, requiring part-time work.
","Organize my schedule and prioritize tasks efficiently.
","Yeah, that sounds super useful"
2/27/2026 22:46:09,a1d63stiqa@hha.rehearsalk.com,Senior,Humanities & Social Science,"Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Khan Academy, Chegg & Course Hero","Summarizing readings & notes, Writing assistance","Academic difficulties with writing and tough courses.
","Help me understand difficult concepts in my own pace.
","Yeah, that sounds super useful"
2/27/2026 22:46:14,cafqfta120@vvt.xintaitong.com,Sophomore,Humanities & Social Science,"Re-read notes & textbook, Practice problems & past exams, Flashcards (physical or digital), Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Anki, Notion, Google Docs & Slides",I don't use AI for studying,"Academic pressure from heavy workloads and exam stress.
","Keep me motivated and focused, avoiding procrastination.
","Yeah, that sounds super useful"
2/27/2026 22:46:14,qe0l0g3ho2@vvt.xintaitong.com,Sophomore,Health & Pre-med,"Practice problems & past exams, Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.)","Quizlet, Anki, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Generating practice questions, Writing assistance","Academic pressure from heavy workloads and exam stress.
","Keep me motivated and focused, avoiding procrastination.
","Yeah, that sounds super useful"
2/27/2026 22:46:14,x56pkafb5d@hha.rehearsalk.com,Sophomore,Humanities & Social Science,"Practice problems & past exams, Flashcards (physical or digital), Tutoring (in-person or online)","Quizlet, Google Docs & Slides, Chegg & Course Hero","Checking my work & homework help, Writing assistance","Social adjustment issues, including loneliness and anxiety.
","Create personalized study plans for exams.
","Yeah, that sounds super useful"
2/27/2026 22:46:14,uumpgryubd@vvt.xintaitong.com,Sophomore,Health & Pre-med,"Re-read notes & textbook, Flashcards (physical or digital), Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Khan Academy, Chegg & Course Hero","Generating practice questions, Checking my work & homework help, Writing assistance","Neglecting health due to stress, affecting my physical and mental well-being.
","Help me understand difficult concepts in my own pace.
",
2/27/2026 22:46:15,x4fla0q9ha@hha.rehearsalk.com,Senior,Health & Pre-med,"Re-read notes & textbook, Flashcards (physical or digital), Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Generating practice questions, Writing assistance","Struggling with self-management and procrastination.
","Guide me through assignments step by step.
","Yeah, that sounds super useful"
2/27/2026 22:46:19,x9kfelx3vr@hha.rehearsalk.com,Senior,Health & Pre-med,"Re-read notes & textbook, Flashcards (physical or digital), Study groups, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Anki, Notion, Khan Academy","Summarizing readings & notes, Checking my work & homework help, Writing assistance","Career uncertainty and the pressure to plan for the future.
","Organize my schedule and prioritize tasks efficiently.
",
2/27/2026 22:46:26,mdaxn8iclb@vvt.xintaitong.com,Sophomore,"(CS, Engineering, Math, Science)","Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Anki, Notion, Google Docs & Slides, Chegg & Course Hero","Explaining concepts I don't understand, Checking my work & homework help, Writing assistance","Financial strain due to high tuition and living costs, requiring part-time work.
","Advise me on career paths based on my interests and goals.
","Yeah, that sounds super useful"
2/27/2026 22:46:26,mrzdwublr5@vvt.xintaitong.com,Sophomore,Business & Econ,"Re-read notes & textbook, Practice problems & past exams, Flashcards (physical or digital), Study groups, Tutoring (in-person or online)","Quizlet, Anki, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions, Checking my work & homework help, Writing assistance","Financial strain due to high tuition and living costs, requiring part-time work.
","Guide me through assignments step by step.
","Yeah, that sounds super useful"
2/27/2026 22:46:49,d1ua0eav2@ce.xintaitong.com,Sophomore,Humanities & Social Science,"Practice problems & past exams, Flashcards (physical or digital), Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help, Writing assistance","Academic pressure from heavy workloads and exam stress.
","Create personalized study plans for exams.
","Yeah, that sounds super useful"
2/27/2026 22:52:27,3fwupzif4@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:52:27,tlkgwltte@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:52:27,zshq1lf9s@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:52:32,lasvvgojj@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:52:33,zyi3fvw12@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:52:34,9uncaw7mx@xxe.youngestsd.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:52:34,ip3dolykr@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:52:35,4crqlfdxi@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:52:40,tf7oj35xk@ccv.lingeringp.com,Sophomore,"(CS, Engineering, Math, Science)",Practice problems & past exams,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 22:59:51,w4d6q2juco@hha.rehearsalk.com,Senior,Arts & Design,"Re-read notes & textbook, Watch YouTube & video explanations, Study groups, I mostly wing it","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides","Summarizing readings & notes, Generating practice questions, Checking my work & homework help",Lack of motivation,Use an explanation style that matches how I think,"Probably not / No, I prefer studying on my own"
2/27/2026 22:59:51,tj1wo587cn@hha.rehearsalk.com,Senior,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Flashcards (physical or digital), AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Khan Academy","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help",Distractions,Break it down to my current level,Maybe — depends on how it works
2/27/2026 22:59:51,ir0ba8gd52@hha.rehearsalk.com,Senior,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Tutoring (in-person or online), I mostly wing it","ChatGPT & Claude & AI chatbots, Quizlet, Notion, Google Docs & Slides","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help",Procrastination,Break it down to my current level,Maybe — depends on how it works
2/27/2026 22:59:51,u4h04f24uc@hha.rehearsalk.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Tutoring (in-person or online), I mostly wing it","ChatGPT & Claude & AI chatbots, Anki, Notion","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help",Procrastination,Use an explanation style that matches how I think,Maybe — depends on how it works
